1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.28E+03
1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03
1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.28E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.31E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.26E+03,1.26E+03,1.26E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03
1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.30E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.27E+03,1.27E+03,1.27E+03,1.26E+03,1.26E+03,1.26E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.27E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.28E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.29E+03,1.28E+03,1.28E+03
